age_at_enrollment,inflation_rate,gdp,marital_status_decoded,application_mode_decoded,course_decoded,daytimeevening_attendance_decoded,previous_qualification_decoded,nationality_decoded,mothers_qualification_decoded,fathers_qualification_decoded,mothers_occupation_decoded,fathers_occupation_decoded,gender_decoded,displaced_decoded,educational_special_needs_decoded,tuition_fees_up_to_date_decoded,debtor_decoded,scholarship_holder_decoded,international_decoded,total_credited,total_enrolled,total_evaluations,total_approved,weighted_avg_grade,y
47,2.6,0.32,Married,Over 23 years old,Management,Evening,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Male,No,No,Yes,No,No,No,0,10,15,9,11.54,1
25,-0.8,-3.12,Single,Over 23 years old,Informatics Engineering,Daytime,Secondary education,Santomean,Secondary Education,Basic education or less,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",Male,No,No,No,No,No,No,0,10,13,0,0.0,1
25,2.8,-4.06,Single,Over 23 years old,Advertising and Marketing Management,Daytime,Other,Santomean,Secondary Education,Basic education or less,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers, and Sellers",Male,No,No,Yes,No,Yes,No,0,12,14,12,13.867346938775485,0
48,0.5,1.79,Married,Over 23 years old,Social Service,Evening,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Santomean,Specialized course,Basic education or less,Other,Installation and Machine Operators and Assembly Workers,Male,No,No,Yes,No,No,No,0,11,12,0,0.0,1
32,1.4,1.74,Single,Change in institution/course,Management,Evening,Secondary education,Brazilian,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Male,No,No,Yes,No,Yes,No,10,20,22,20,13.345454545454546,0
38,1.4,3.51,Single,Holders of other higher courses,Management,Evening,Higher education,Italian,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Male,No,No,Yes,No,No,No,15,20,20,15,13.6,1
37,2.8,-4.06,Single,Holders of other higher courses,Social Service,Daytime,Higher education,Italian,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Male,No,No,Yes,No,No,No,17,27,40,24,11.79944444444443,0
26,1.4,1.74,Single,Over 23 years old,Management,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Male,No,No,No,No,No,No,0,10,17,2,10.0,1
23,-0.3,0.79,Single,Specialized diploma,Veterinary Nursing,Daytime,Specialized course,Romanian,Higher education,Higher education,Specialists in Intellectual and Scientific Activities,Other,Male,No,No,Yes,No,No,No,0,12,25,0,0.0,1
26,0.6,2.02,Single,Over 23 years old,Nursing,Daytime,Higher education,Santomean,Higher education,Basic education or less,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction, and Craftsmen",Male,Yes,No,Yes,No,No,No,4,15,18,13,13.190879629629645,1
26,2.6,0.32,Single,Change in institution/course,Social Service,Evening,Higher education,Brazilian,Some High School,Some High School,Other,Other,Female,No,No,Yes,No,No,No,11,18,23,17,12.252173913043483,0
18,-0.8,-3.12,Single,1st phase,Nursing,Daytime,Secondary education,Other,Secondary Education,Secondary Education,Administrative staff,Administrative staff,Female,Yes,No,Yes,No,No,No,0,16,16,16,13.11,0
27,3.7,-1.7,Single,Holders of other higher courses,Nursing,Daytime,Higher education,Italian,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,No,No,0,16,16,14,14.4142857142857,0
24,1.4,1.74,Other,2nd phase,Social Service,Evening,Secondary education,Angolan,Specialized course,Secondary Education,"Personal Services, Security and Safety Workers, and Sellers",Other,Female,No,No,No,No,No,No,0,10,15,0,0.0,1
20,2.8,-4.06,Single,2nd phase,Management,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Other,Armed Forces Professions,Female,Yes,No,Yes,No,No,No,0,10,15,10,12.271111111111091,0
18,2.8,-4.06,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Unskilled Workers,Installation and Machine Operators and Assembly Workers,Female,Yes,No,Yes,No,Yes,No,0,14,17,1,4.705882352941177,1
18,3.7,-1.7,Single,2nd phase,Oral Hygiene,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,Yes,No,0,15,17,15,13.729411764705882,0
18,-0.8,-3.12,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,No,No,0,16,16,16,13.045,0
19,-0.8,-3.12,Single,Change in institution/course,Nursing,Daytime,Secondary education,Other,Secondary Education,Secondary Education,Administrative staff,Administrative staff,Female,Yes,No,Yes,No,Yes,No,0,16,16,16,14.2525,0
18,1.4,1.74,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,No,No,0,16,16,14,15.0757142857143,0
23,2.8,-4.06,Single,Holders of other higher courses,Agronomy,Daytime,Higher education,Italian,Secondary Education,Basic education or less,Administrative staff,Unskilled Workers,Female,Yes,No,Yes,No,No,No,18,29,50,29,13.178285714285707,0
21,-0.3,0.79,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,Yes,No,0,12,16,10,12.099999999999982,0
18,0.3,-0.92,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,Yes,No,0,15,18,15,13.413932980599622,0
20,1.4,1.74,Single,1st phase,Other,Daytime,Secondary education,Portuguese,Some High School,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,No,Yes,No,No,0,12,26,4,10.692307692307677,1
18,-0.3,0.79,Single,1st phase,Design and Multimedia,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,Yes,No,1,12,19,12,12.878759398496252,0
29,-0.8,-3.12,Single,1st phase,Social Service,Evening,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,No,No,11,18,21,18,12.976190476190466,0
28,2.6,0.32,Single,Over 23 years old,Journalism and Communication,Daytime,Other,Santomean,Specialized course,Secondary Education,"Personal Services, Security and Safety Workers, and Sellers",Administrative staff,Male,Yes,No,Yes,No,No,No,0,12,26,4,12.423076923076923,1
24,1.4,1.74,Single,Over 23 years old,Advertising and Marketing Management,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",Male,No,No,No,Yes,No,No,0,12,21,0,0.0,1
19,-0.8,-3.12,Single,2nd phase,Management,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",Male,Yes,No,No,No,No,No,0,10,20,3,11.525,1
19,0.6,2.02,Single,1st phase,Veterinary Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Intermediate Level Technicians and Professions,Male,No,No,Yes,No,No,No,0,12,15,12,14.476190476190474,0
37,3.7,-1.7,Other,Over 23 years old,Social Service,Evening,Secondary education,Santomean,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",Male,No,No,Yes,No,No,No,5,16,21,15,11.836734693877561,0
37,-0.3,0.79,Married,Over 23 years old,Nursing,Daytime,Other,Santomean,Specialized course,Basic education or less,Unskilled Workers,Intermediate Level Technicians and Professions,Male,No,No,Yes,No,No,No,0,15,16,15,12.7580357142857,0
36,0.5,1.79,Single,Over 23 years old,Nursing,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Male,No,No,Yes,No,No,No,0,15,0,0,0.0,1
19,1.4,3.51,Single,1st phase,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",Male,Yes,No,Yes,No,No,No,0,12,14,11,13.7142857142857,0
33,-0.8,-3.12,Single,Change in institution/course,Nursing,Daytime,Secondary education,Other,Specialized course,Secondary Education,Unskilled Workers,Intermediate Level Technicians and Professions,Male,Yes,No,Yes,No,Yes,No,12,28,40,28,13.0728571428571,0
34,2.8,-4.06,Single,Change in institution/course,Informatics Engineering,Daytime,Secondary education,Other,Secondary Education,Secondary Education,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",Male,No,No,No,No,No,No,4,14,20,8,11.65,1
18,0.5,1.79,Single,1st phase,Tourism,Daytime,Secondary education,Portuguese,Higher education,Basic education or less,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,Female,Yes,No,Yes,No,No,No,0,12,12,12,15.75,0
20,0.5,1.79,Single,Specialized diploma,Equiniculture,Daytime,Specialized course,Romanian,Higher education,Secondary Education,Specialists in Intellectual and Scientific Activities,Administrative staff,Female,Yes,No,Yes,No,No,No,0,12,12,0,0.0,1
19,-0.3,0.79,Single,1st phase,Journalism and Communication,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,Yes,No,0,12,13,12,14.923076923076932,0
20,-0.3,0.79,Single,1st phase,Veterinary Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Other,Female,Yes,No,Yes,No,No,No,0,12,13,12,16.076923076923055,0
19,0.5,1.79,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,Yes,No,0,12,16,12,11.211309523809563,0
19,0.5,1.79,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,No,No,0,15,19,12,12.097368421052638,0
22,-0.8,-3.12,Single,3rd phase,Journalism and Communication,Daytime,Secondary education,Cape Verdean,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,Yes,Yes,0,12,15,11,11.786666666666667,0
18,0.5,1.79,Single,1st phase,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,Yes,No,0,12,14,12,12.452380952380986,0
19,3.7,-1.7,Single,1st phase,Other,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,Yes,No,0,12,12,12,12.66666666666665,0
31,2.6,0.32,Single,Over 23 years old,Nursing,Daytime,Secondary education,Santomean,Specialized course,Secondary Education,Other,Other,Female,Yes,No,No,Yes,No,No,0,14,16,10,12.56,1
18,0.6,2.02,Single,2nd phase,Nursing,Daytime,Secondary education,Angolan,Secondary Education,Secondary Education,Administrative staff,Intermediate Level Technicians and Professions,Female,Yes,No,Yes,No,No,No,0,15,15,15,13.745333333333333,0
19,1.4,1.74,Single,1st phase,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,Yes,Yes,No,0,12,20,7,11.1125,0
19,2.8,-4.06,Single,2nd phase,Social Service,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",Female,No,No,Yes,No,Yes,No,0,12,21,11,11.654421768707476,0
19,2.6,0.32,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Female,No,No,Yes,No,No,No,0,14,14,12,14.2666666666667,0
30,2.6,0.32,Married,Holders of other higher courses,Social Service,Evening,Higher education,Italian,Specialized course,Unknown,Other,Other,Female,No,No,Yes,No,No,No,11,17,18,16,12.574074074074083,0
18,3.7,-1.7,Single,3rd phase,Nursing,Daytime,Secondary education,Cape Verdean,Secondary Education,Secondary Education,Intermediate Level Technicians and Professions,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Female,Yes,No,Yes,No,No,No,0,16,22,14,12.7714285714286,0
21,3.7,-1.7,Single,3rd phase,Veterinary Nursing,Daytime,Secondary education,Cape Verdean,Higher education,Higher education,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,Female,Yes,No,Yes,No,No,No,0,10,17,0,0.0,1
19,-0.3,0.79,Single,Specialized diploma,Social Service,Daytime,Secondary education,Romanian,Secondary Education,Basic education or less,Administrative staff,Unskilled Workers,Female,No,No,Yes,No,Yes,No,5,12,13,12,14.461538461538478,0
19,1.4,3.51,Single,2nd phase,Equiniculture,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Administrative staff,Administrative staff,Female,Yes,No,Yes,No,No,No,0,12,20,10,12.78333333333332,1
19,1.4,3.51,Single,1st phase,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,Yes,No,0,12,16,11,13.374999999999988,0
39,0.3,-0.92,Married,Over 23 years old,Management,Evening,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Female,No,No,Yes,No,Yes,No,0,10,27,6,11.123456790123441,0
19,1.4,3.51,Single,2nd phase,Management,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Intermediate Level Technicians and Professions,Armed Forces Professions,Female,Yes,No,Yes,No,No,No,0,10,17,9,12.070588235294117,0
24,-0.3,0.79,Single,Over 23 years old,Veterinary Nursing,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,No,No,0,12,17,11,14.117647058823547,0
34,2.6,0.32,Married,Change in institution/course,Management,Daytime,Secondary education,Brazilian,Specialized course,Basic education or less,"Skilled Workers in Industry, Construction, and Craftsmen",Armed Forces Professions,Female,No,No,Yes,No,No,No,23,28,30,23,12.464898989899016,0
46,2.6,0.32,Married,Over 23 years old,Management,Evening,Secondary education,Santomean,Some High School,Unknown,Other,Other,Female,Yes,No,Yes,No,No,No,0,10,10,0,0.0,1
37,2.8,-4.06,Single,Over 23 years old,Management,Evening,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",Female,No,No,No,No,No,No,0,10,10,0,0.0,1
18,1.4,3.51,Single,1st phase,Veterinary Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Administrative staff,Unskilled Workers,Female,Yes,No,Yes,No,No,No,0,12,12,12,16.25,0
46,2.8,-4.06,Married,Over 23 years old,Agronomy,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Female,No,No,Yes,No,No,No,25,32,37,32,11.920341394025627,0
30,-0.3,0.79,Married,Over 23 years old,Design and Multimedia,Daytime,Secondary education,Santomean,Higher education,Secondary Education,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers, and Sellers",Female,No,No,Yes,No,Yes,No,1,12,17,11,12.924369747899183,0
37,3.7,-1.7,Other,1st phase,Management,Evening,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,No,Yes,No,No,0,10,0,0,0.0,1
20,0.5,1.79,Single,Specialized diploma,Agronomy,Daytime,Specialized course,Romanian,Specialized course,Basic education or less,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Female,Yes,No,Yes,No,No,No,0,12,16,12,13.089285714285719,0
39,0.6,2.02,Married,Over 23 years old,Oral Hygiene,Daytime,Other,Santomean,Some High School,Unknown,Other,Other,Female,No,No,Yes,No,No,No,0,5,11,1,8.909090909090908,1
53,2.8,-4.06,Married,Over 23 years old,Journalism and Communication,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Santomean,Specialized course,Basic education or less,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Female,No,No,No,No,No,No,0,9,10,0,0.0,1
54,2.8,-4.06,Married,Change in institution/course,Management,Daytime,Secondary education,Other,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,No,No,23,28,33,23,11.92517482517485,1
19,-0.3,0.79,Single,Specialized diploma,Veterinary Nursing,Daytime,Specialized course,Romanian,Higher education,Higher education,Administrative staff,Other,Female,Yes,No,Yes,No,No,No,0,12,14,9,13.799999999999999,0
20,1.4,3.51,Single,3rd phase,Journalism and Communication,Daytime,Secondary education,Cape Verdean,Secondary Education,Secondary Education,Administrative staff,Administrative staff,Female,Yes,No,No,No,No,No,0,12,6,0,0.0,1
18,1.4,3.51,Single,1st phase,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,Yes,No,No,0,12,12,12,14.25,0
21,1.4,3.51,Single,Specialized diploma,Agronomy,Daytime,Specialized course,Other,Secondary Education,Secondary Education,Other,Other,Female,No,No,Yes,Yes,No,No,12,24,35,22,11.43636363636362,0
18,-0.3,0.79,Single,3rd phase,Design and Multimedia,Daytime,Secondary education,Cape Verdean,Secondary Education,Secondary Education,"Personal Services, Security and Safety Workers, and Sellers",Intermediate Level Technicians and Professions,Female,Yes,No,Yes,No,No,No,1,12,16,12,14.04464285714285,0
19,0.6,2.02,Single,1st phase,Nursing,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Armed Forces Professions,Female,Yes,No,Yes,Yes,No,No,0,15,0,0,0.0,1
18,0.6,2.02,Single,2nd phase,Nursing,Daytime,Secondary education,Angolan,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,Yes,No,0,14,18,12,12.916666666666668,1
19,0.6,2.02,Single,1st phase,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Higher education,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Female,Yes,No,Yes,No,No,No,0,12,12,12,14.16666666666665,0
19,3.7,-1.7,Single,1st phase,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Higher education,Secondary Education,Administrative staff,Administrative staff,Female,Yes,No,Yes,No,No,No,0,12,13,10,13.123076923076924,0
34,-0.3,0.79,Other,Change in institution/course,Social Service,Daytime,Secondary education,Brazilian,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,Yes,No,No,0,12,21,8,12.202380952380953,0
18,2.6,0.32,Single,1st phase,Veterinary Nursing,Daytime,Secondary education,Portuguese,Higher education,Higher education,Specialists in Intellectual and Scientific Activities,Other,Female,No,No,Yes,No,No,No,0,10,12,10,12.016666666666666,0
50,1.4,1.74,Married,Over 23 years old,Social Service,Evening,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,No,0,12,14,12,12.309523809523814,0
41,0.5,1.79,Single,Change in institution/course,Other,Daytime,Secondary education,Brazilian,Specialized course,Basic education or less,Other,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Female,No,No,Yes,Yes,No,No,39,40,42,40,12.230158730158694,0
22,2.6,0.32,Single,2nd phase,Journalism and Communication,Daytime,Secondary education,Angolan,Secondary Education,Secondary Education,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",Female,Yes,No,Yes,No,Yes,No,0,12,22,10,11.5,1
43,2.6,0.32,Other,Over 23 years old,Management,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,No,0,10,10,10,16.5,0
50,1.4,1.74,Married,Over 23 years old,Social Service,Evening,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Santomean,Higher education,Basic education or less,Other,Other,Female,No,No,Yes,No,No,No,0,7,1,0,0.0,1
60,-0.3,0.79,Single,Over 23 years old,Agronomy,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,No,0,12,16,10,13.5,0
47,2.6,0.32,Married,Over 23 years old,Management,Evening,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,No,0,10,10,10,14.6,0
22,0.6,2.02,Single,1st phase,Design and Multimedia,Daytime,Higher education,Portuguese,Higher education,Higher education,Specialists in Intellectual and Scientific Activities,Other,Female,No,No,Yes,No,No,No,26,34,40,34,10.87763157894738,0
41,1.4,1.74,Married,Over 23 years old,Nursing,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Female,No,No,Yes,No,No,No,0,15,0,0,0.0,1
32,1.4,1.74,Married,Change in institution/course,Tourism,Daytime,Higher education,Other,Specialized course,Basic education or less,Administrative staff,Unskilled Workers,Female,No,No,Yes,No,No,No,21,30,43,26,12.534883720930242,0
50,2.6,0.32,Married,Over 23 years old,Management,Evening,Other,Santomean,Specialized course,Unknown,Other,Other,Female,Yes,No,Yes,No,No,No,0,10,0,0,0.0,1
54,0.5,1.79,Single,Over 23 years old,Oral Hygiene,Daytime,Secondary education,Santomean,Higher education,Higher education,Administrative staff,Administrative staff,Female,No,No,No,Yes,No,Yes,0,12,17,0,0.0,1
34,3.7,-1.7,Married,Change in institution/course,Other,Daytime,Secondary education,Other,Specialized course,Basic education or less,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,No,No,10,25,40,19,12.38125,1
45,0.3,-0.92,Other,Over 23 years old,Social Service,Evening,Secondary education,Santomean,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,No,No,0,12,21,7,12.182539682539694,1
47,0.5,1.79,Other,Over 23 years old,Social Service,Evening,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Santomean,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,Yes,No,0,12,18,9,11.672222222222222,0
33,0.5,1.79,Married,Over 23 years old,Management,Evening,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,No,0,10,27,3,10.962962962962964,1
43,1.4,3.51,Married,Over 23 years old,Social Service,Evening,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,Yes,No,0,12,15,12,11.888888888888873,0
54,2.8,-4.06,Single,Holders of other higher courses,Agronomy,Daytime,Higher education,Italian,Specialized course,Basic education or less,Other,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Female,No,No,Yes,No,No,No,14,25,28,25,14.802197802197782,0
39,3.7,-1.7,Single,Over 23 years old,Social Service,Evening,Higher education,Santomean,Specialized course,Basic education or less,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,No,No,13,19,21,19,14.090909090909118,0
39,2.6,0.32,Married,Over 23 years old,Management,Evening,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,No,0,10,11,10,12.0,0
18,2.8,-4.06,Single,1st phase,Other,Daytime,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,Yes,No,0,12,14,12,13.010204081632613,0
19,0.3,-0.92,Single,2nd phase,Social Service,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,Yes,No,0,12,15,12,12.866666666666685,0
18,1.4,3.51,Single,2nd phase,Advertising and Marketing Management,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Female,Yes,No,Yes,No,Yes,No,0,12,15,11,13.879999999999999,0
44,2.6,0.32,Married,Over 23 years old,Social Service,Evening,Other,Santomean,Some High School,Unknown,Other,Other,Female,No,No,Yes,No,No,No,7,14,22,14,13.238636363636363,0
27,0.5,1.79,Single,Over 23 years old,Management,Evening,Secondary education,Santomean,Higher education,Secondary Education,Intermediate Level Technicians and Professions,Unskilled Workers,Female,No,No,Yes,No,No,No,0,10,11,0,0.0,1
18,1.4,3.51,Single,1st phase,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic education or less,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",Female,Yes,No,Yes,No,Yes,No,0,12,14,12,12.744897959183671,0
45,-0.8,-3.12,Married,Change in institution/course,Social Service,Evening,Secondary education,Brazilian,Some High School,Unknown,Other,Other,Female,No,No,Yes,No,No,No,14,19,20,15,12.26666666666664,1
20,2.6,0.32,Single,2nd phase,Other,Daytime,Secondary education,Angolan,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,Yes,No,Yes,No,No,No,0,12,14,11,12.833333333333352,0
40,1.4,1.74,Married,1st phase,Social Service,Evening,Secondary education,Portuguese,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,No,0,12,14,12,10.916666666666648,0
18,-0.3,0.79,Single,Change in institution/course,Nursing,Daytime,Secondary education,Brazilian,Higher education,Higher education,Specialists in Intellectual and Scientific Activities,Other,Female,No,No,Yes,No,No,No,0,15,16,15,14.09375,0
21,3.7,-1.7,Single,3rd phase,Nursing,Daytime,Secondary education,Cape Verdean,Higher education,Basic education or less,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,Female,Yes,No,Yes,No,No,No,0,16,16,14,12.4142857142857,0
27,-0.8,-3.12,Married,Holders of other higher courses,Social Service,Evening,Higher education,Italian,Specialized course,Basic education or less,Administrative staff,Administrative staff,Female,No,No,Yes,No,No,No,0,11,5,0,0.0,1
32,3.7,-1.7,Married,Over 23 years old,Oral Hygiene,Daytime,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,Unskilled Workers,Female,No,No,Yes,No,No,Yes,0,15,18,15,11.944444444444445,0
18,1.4,3.51,Single,2nd phase,Social Service,Daytime,Secondary education,Angolan,Secondary Education,Secondary Education,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,Female,Yes,No,Yes,No,Yes,No,0,12,12,12,13.75,0
37,0.3,-0.92,Single,Over 23 years old,Social Service,Evening,Secondary education,Santomean,Specialized course,Basic education or less,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",Female,No,No,Yes,No,No,No,0,12,23,7,12.0,1
